county,fips,year,sex,All,mage_bothsexes,age04,age59,age1014,age1519,age2024,age2529,age3034,age3539,age4044,age4549,age5054,age5559,age6064,age6569,age7074,age7579,age8084,age8589,age9094,age9599,age100104,source
Sutter County,6101,2049,w,60640,,3604,3740,3701,3526,3508,3399,4131,4291,4680,4069,3561,3504,3107,3065,2443,2225,1905,1353,633,184,11,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Tehama County,6103,2049,m,33896,39.46651414,2300,2366,2351,2236,2007,2060,2107,2414,2570,2051,1707,1821,1696,1505,1337,1079,954,838,405,89,3,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Tehama County,6103,2049,w,34544,,2102,2200,2179,2031,1885,1921,2180,2394,2494,1999,1777,1933,1869,1637,1403,1244,1191,1112,629,278,86,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Trinity County,6105,2049,m,8341,45.98214286,383,395,407,386,336,382,507,614,576,541,511,535,449,516,436,368,356,312,232,89,10,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Trinity County,6105,2049,w,7492,,402,424,403,314,269,343,515,539,529,439,448,472,470,364,345,330,288,280,212,74,32,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Tulare County,6107,2049,m,235108,40.33243774,13533,15468,16614,15798,13261,14542,14380,17100,18067,15925,13247,14041,12459,11898,9720,7246,6172,3754,1572,288,23,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Tulare County,6107,2049,w,245557,,12731,14120,15429,15278,12848,13601,15508,17684,18594,17057,14564,14852,13909,13230,11098,9296,7347,5485,2325,556,45,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Tuolumne County,6109,2049,m,26766,42.9009031,1337,1388,1353,1333,1471,1815,2003,2138,2314,1911,1396,1478,1277,1306,1104,901,902,803,462,73,1,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Tuolumne County,6109,2049,w,25150,,1232,1278,1260,1176,1193,1346,1569,1689,1783,1546,1386,1470,1434,1273,1149,1085,1076,1049,815,295,46,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Ventura County,6111,2049,m,378114,44.53887392,20395,21060,20431,21108,22151,20369,22059,24585,25970,22360,21944,23504,21519,20960,18271,17281,15876,11999,5292,933,47,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Ventura County,6111,2049,w,393979,,19249,20192,19787,20535,19473,20169,22610,24376,26353,22774,23180,24921,22261,22100,20397,20650,18806,15401,8345,2179,221,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Yolo County,6113,2049,m,132684,37.73551885,6380,6462,6016,9336,12807,10081,11522,11338,10013,8628,5419,5518,5907,5920,5221,4423,3683,2540,1166,274,30,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Yolo County,6113,2049,w,141934,,6200,6050,5955,9680,12902,10076,11025,12089,9894,9502,7507,6223,5885,7192,6122,5259,4269,3315,1992,703,94,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Yuba County,6115,2049,m,49797,38.44230516,3120,3241,3163,3201,3309,3296,3765,3741,3629,2718,2703,3027,2721,2428,1865,1415,1138,761,363,146,47,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Yuba County,6115,2049,w,50428,,3000,3100,3112,2900,2899,3135,3633,3868,3627,3158,2904,3283,3109,2525,1985,1553,1213,853,432,116,23,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
California,1,2050,m,20019981,44.6681201,960823,984582,961356,1077757,1239385,1154468,1288003,1385400,1422435,1191500,1051708,1331964,1304445,1166548,980287,856810,744630,548756,282653,76170,10301,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
California,1,2050,w,20799097,,913512,939258,917459,1034695,1143388,1102288,1265832,1377699,1430570,1202980,1101322,1385855,1386187,1253431,1090810,997653,890928,731308,440130,161409,32383,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Alameda County,6001,2050,m,898213,49.27510365,36016,35500,32602,41350,54424,51573,56861,58841,59650,44627,37245,59280,68087,63786,54234,46583,40149,31685,19118,5878,724,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Alameda County,6001,2050,w,942539,,34269,33643,31083,40429,53773,49378,56859,57699,59298,45579,40391,63914,72650,68058,57982,52289,45484,39525,26410,11361,2465,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Alpine County,6003,2050,m,519,49.14634146,12,19,25,34,23,36,39,30,23,37,25,22,35,22,20,23,22,36,16,14,6,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Alpine County,6003,2050,w,561,,27,25,29,21,21,19,33,27,29,45,17,27,33,37,25,43,31,28,27,13,4,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Amador County,6005,2050,m,25832,44.81956798,1125,1263,1187,1369,1074,1242,1845,2300,2242,2255,1567,1369,1148,1128,1148,1007,736,714,498,387,228,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Amador County,6005,2050,w,21388,,1017,1074,1087,979,823,920,1114,1398,1693,1443,1324,1223,1230,1141,995,998,958,871,647,338,115,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Butte County,6007,2050,m,111357,39.21541607,6777,6668,6296,6966,8808,7630,7962,8438,7903,6508,6076,6330,6279,5275,4278,3675,2841,1733,725,171,18,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Butte County,6007,2050,w,118860,,6383,6179,6055,6817,8573,7755,8015,8434,8786,6609,7062,7025,6515,6538,5525,4187,3912,2621,1402,418,49,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Calaveras County,6009,2050,m,19852,46.36982001,938,1028,1059,1156,1081,1052,1222,1290,1187,1231,1016,1044,1007,1053,943,821,847,820,630,299,128,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Calaveras County,6009,2050,w,19639,,876,957,985,1010,939,957,1015,1093,1246,1158,1043,1084,1120,1061,991,876,1110,1030,741,299,48,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Colusa County,6011,2050,m,10139,42.59007585,507,566,606,617,545,576,641,668,824,709,590,561,579,602,480,334,339,237,116,34,8,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Colusa County,6011,2050,w,10098,,535,556,580,581,512,507,616,686,758,627,614,600,531,628,469,427,391,254,158,50,18,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Contra Costa County,6013,2050,m,668226,44.81345876,41021,40425,37414,33710,32323,34510,38078,43777,45469,42013,38475,36585,36838,38205,34967,31535,28405,20984,10398,2788,306,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Contra Costa County,6013,2050,w,691065,,38549,38350,36104,32278,29755,32428,38865,43384,46642,41886,38359,38570,39216,40824,38918,36634,32332,26988,15209,5004,770,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Del Norte County,6015,2050,m,14079,39.99066002,644,726,781,791,994,1069,1293,1419,1456,1051,722,661,547,465,378,367,274,208,141,62,30,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
Del Norte County,6015,2050,w,13138,,617,729,733,719,648,644,816,990,1016,890,753,658,695,700,593,509,408,460,347,151,62,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
El Dorado County,6017,2050,m,93213,47.17382828,4294,4688,4811,4424,4180,4361,5061,6137,7098,6551,5421,4807,5027,5395,5082,4811,4459,4354,2054,198,0,"Source: California Department of Finance, Demographic Research Unit, Population Projections (Baseline 2024, Vintage 2025, September 30, 2025), accessed October 2025"
